楽曲ID,難易度ID,ID_DifN,ノーツ数,譜面再生時間,累計基礎係数,s1係数,s2係数,s3係数,s4係数,s5係数,s6係数,s外係数,s6前s外係数,s1始点,s1終点,s2始点,s2終点,s3始点,s3終点,s4始点,s4終点,s5始点,s5終点,s6始点,s6終点,SF始点,SF終点,平均スコア,最小スコア,最大スコア,s6前スコア,ポイント
132,3,132_3,444,95.72414,340.6,14.2,17.863,27.169,30.906,20.849,21.63,233.321,178.473,22,46,85,109,151,182,235,256,297,317,355,373,230,273,3595439.742,3578113.475,3611240.755,2952051.863,357.9112073
132,4,132_4,619,95.72414,503.5,31.6,22.523,21.828,45.423,34.84,26.19,361.9805,286.2175,29,74,132,165,220,250,308,340,402,437,497,519,299,360,3598591.525,3580373.324,3612798.142,3022946.743,358.1095842
132,5,132_5,814,95.72414,665.5,38.8,33.431,36.776,61.464,38.64,40.386,481.117,380.028,30,75,144,195,275,332,410,450,531,572,633,676,400,481,3748886.713,3731500.335,3757942.172,3105409.476,367.5693402
132,6,132_6,1001,97.32414,891.2,33.8,30.615,58.269,74.1,58.085,62.916,654.892,486.897,40,92,168,203,274,324,406,455,546,601,704,758,390,488,3668807.725,3651361.296,3686237.963,2896605.582,362.5290745
133,1,133_1,147,115.4717,86.1,4,3.1,6.1,5.3,7.995,4.848,59.8735,51.8945,5,7,11,14,31,36,59,66,96,103,119,130,95,108,3286568.35,3267776.057,3303051.179,2823019.407,354.286856
133,2,133_2,290,115.4717,179.1,4.7,9.1,10.201,9.191,12.852,12.342,133.863,117.543,42,52,72,81,101,110,141,150,204,215,247,257,202,230,3254759.003,3242203.841,3269301.209,2703120.091,352.1911814
133,3,133_3,588,115.4717,599.6,28,29.391,32.64,33.94,51.48,27.405,445.602,383.547,70,97,145,174,210,235,298,326,409,439,503,525,402,459,3428753.207,3412854.224,3437334.057,2979555.947,363.6543289
133,4,133_4,792,115.4717,830.5,34.13,32.442,44.982,42.59,61.5825,37.22,652.2835,555.5555,80,113,171,203,254,291,398,434,543,580,680,709,535,613,3395363.91,3381387.509,3405106.359,2914990.699,361.4545635
133,5,133_5,938,115.4717,1033.8,50.3,39.882,57.68,54.08,93.84,46.44,796.773,689.403,81,128,205,244,304,343,453,500,655,702,817,852,639,731,3614255.503,3593486.126,3627426.389,3144280.305,375.8756566
134,1,134_1,169,93.62637,112.6,4.7,4,9.3,8,13.938,8.686,70.815,61.018,9,19,31,34,57,67,93,100,121,130,139,152,117,132,3622578.717,3591019.866,3647070.467,3040439.186,356.2584376
134,2,134_2,280,93.62637,224.6,13.3,12.8,15.15,14.746,29.682,15.606,142.159,124.207,17,31,47,66,118,131,161,178,214,230,243,257,213,240,3828544.46,3797752.21,3842409.61,3288776.737,369.1010075
134,3,134_3,501,93.62637,440.1,23.2,23.533,24.967,30.283,43.8795,30.576,298.791,262.797,58,81,110,134,188,213,280,310,372,401,438,464,371,420,3688306.781,3668162.098,3698421.104,3132568.903,360.3567758
134,4,134_4,726,93.62637,656.8,29.3,31.613,40.8,49.392,65.9925,43.036,454.4105,393.3065,70,100,140,172,249,291,394,439,534,578,632,671,533,604,3796544.372,3774044.89,3812699.453,3228256.892,367.1057079
134,5,134_5,898,93.62637,855.6,45.854,53.346,50.306,56.28,89.1255,49.067,594.1685,520.2865,103,150,201,253,357,406,509,560,681,737,788,832,675,763,3905833.705,3884502.868,3917110.256,3390913.775,373.9202192
134,6,134_6,1159,93.62637,1296.3,52.671,80.988,62.504,90.1,178.8,83.82,894.49,747.09,86,145,215,269,421,493,618,682,847,933,1013,1077,837,952,4069724.704,4028656.623,4093316.457,3455514.516,384.1393051
135,1,135_1,283,120.92871,154.9,4,4,13.029,8.484,5.454,8.874,123.891,82.887,82,85,91,94,128,141,157,168,181,198,209,223,126,152,3041753.667,3018208.135,3055717.095,2292984.033,344.1964224
135,2,135_2,448,120.92871,330,8,10.403,21.345,24.48,10.918,24.72,263.752,186.03,88,95,118,130,196,209,237,254,310,325,344,361,192,235,3228736.098,3209064.268,3243332.605,2403672.371,356.7352442
135,3,135_3,741,120.92871,616,21.51,23.735,43.299,36.05,22.88,34.86,492.239,341.395,76,101,133,160,227,255,306,335,472,489,536,565,219,291,3276771.716,3261654.443,3286274.738,2524739.341,359.9564562
135,4,135_4,1099,120.92871,1116.2,38.077,37.455,77.5095,58.62,50.232,70.581,900.134,592.974,101,143,192,235,352,407,495,545,674,711,795,851,340,448,3432677.23,3417732.851,3443189.057,2554500.765,370.4112966
135,5,135_5,1288,120.92871,1335.1,48.076,39.474,98.592,77.166,45.684,79.028,1097.8685,750.2485,127,178,234,277,418,480,583,642,814,875,961,1021,404,532,3501628.869,3482020.054,3514427.165,2652642.43,375.0351124
136,1,136_1,250,123.42857,137.2,5,6.5,3.6,10.302,4.04,14.445,105.374,80.318,13,17,29,48,68,76,106,116,155,158,195,208,193,217,3205853.482,3186962.024,3217401.655,2307079.961,358.316559
136,2,136_2,564,123.42857,331.1,16,10.807,6.63,23.46,22.66,32.865,260.0975,188.63,69,84,136,161,216,244,275,296,340,361,487,507,482,536,3426679.172,3410190.744,3445400.44,2488278.893,373.2547675
136,3,136_3,823,123.42857,562,29.29,33.15,9.064,30.264,15.109,42.051,470.3835,345.993,135,159,237,267,319,361,406,435,499,552,728,755,720,800,3243675.564,3231338.42,3261205.411,2422768.578,360.8751117
136,4,136_4,1234,123.42857,979.8,45.066,52.879,33.979,47.786,49.682,72.765,800.708,612.553,178,223,358,404,481,526,599,653,767,850,1058,1111,1046,1168,3488251.441,3483190.975,3495866.844,2690277.596,377.4199504
136,5,136_5,1502,123.42857,1255.9,69.36,68.505,36.782,65.381,55.43,99.99,1024.161,788.541,233,298,459,523,625,689,779,854,1000,1080,1269,1343,1253,1402,3602642.62,3596187.729,3614330.01,2759821.913,385.1581773
137,1,137_1,157,108.52174,89.6,2,4,8.4,5.6,8.401,6.06,60.623,55.068,6,7,13,15,38,48,64,74,92,101,133,137,36,50,3391179.005,3369561.85,3416966.381,2907920.044,354.7292297
137,2,137_2,298,108.52174,197.7,8,10,14.443,13.332,12.24,9.384,139.872,124.164,27,34,62,71,104,127,156,170,210,219,234,260,99,125,3279570.504,3269933.738,3291320.216,2873002.653,347.5075032
137,3,137_3,565,108.52174,492,16.4,27.674,34.731,20.806,23.92,35.47,370.171,320.601,49,68,123,153,255,283,346,367,417,444,478,508,243,298,3351045.825,3337964.878,3362366.921,2745482.674,352.1323769
137,4,137_4,807,108.52174,765.9,32.22,38.773,66.5895,33.816,36.889,42.65,584.449,501.988,69,102,181,220,346,389,477,512,590,628,686,722,331,411,3487547.158,3468333.296,3496796.035,2956132.347,360.9648161
137,5,137_5,878,108.52174,877.4,36.381,41.82,63.585,40.32,38.266,47.08,689.0635,573.2055,83,117,203,243,376,416,516,557,629,670,732,769,356,443,3455713.731,3442289.767,3462329.504,2882977.744,358.9050061
138,1,138_1,222,133.01205,138.3,4,5.4,7,4.04,12.5745,5.05,111.8195,100.5775,9,12,33,50,92,96,106,109,148,157,171,174,146,167,2982131.815,2957507.618,2995552.724,2645555.851,349.1508367
138,2,138_2,466,133.01205,342.2,11,9.552,19.38,15.3,27.501,14.43,275.24,252.528,25,35,85,116,203,217,250,263,342,363,390,401,338,383,3125810.881,3105932.48,3140261.267,2767913.284,359.0393371
138,3,138_3,694,133.01205,722,21.4,34.68,33.269,32.344,34.965,34.026,589.822,523.996,76,100,201,229,324,352,427,456,538,558,602,630,532,599,3096832.025,3093082.564,3104760.947,2659269.918,357.04491
138,4,138_4,1002,133.01205,1085.2,30.965,73.915,42.962,39.326,58.2615,40.068,907.581,821.581,96,131,274,317,463,501,605,640,761,794,853,886,751,846,3206376.848,3190991.55,3218083.608,2840709.496,364.5841713
138,5,138_5,1251,133.01205,1307.3,40.905,78.06,46.535,53.68,74.7195,60.61,1096.83,992.33,140,182,362,414,588,637,771,818,947,995,1069,1120,937,1062,3332626.87,3321316.127,3342777.565,2896941.486,373.2731434
138,6,138_6,1388,133.01205,1142,28.737,70.96,61.71,52.866,63.69,68.97,943.206,815.936,123,226,479,512,661,716,874,935,1077,1125,1197,1247,1063,1201,3489250.539,3479714.764,3504197.242,2914188.938,384.0525371
139,1,139_1,182,136.61538,102.1,3,3,3,3.5,9.09,6.363,82.9485,73.0505,23,25,31,33,53,55,75,82,123,128,156,164,121,138,2965433.885,2940632.485,2974624.282,2458511.354,350.9759991
139,2,139_2,357,136.61538,261.4,12,10,12.322,8.484,18.36,10.702,208.34,172.589,56,66,86,94,113,125,144,164,249,260,300,313,245,279,3018397.992,3004960.026,3027943.299,2561176.752,354.6523312
139,3,139_3,594,136.61538,553.3,23.2,20.2,20.27,19.89,37.752,23.1,454.8,381.405,60,83,134,152,189,207,245,277,415,436,513,529,407,465,3072478.857,3058398.789,3078348.903,2601568.887,358.4061795
139,4,139_4,932,136.61538,893.5,34.744,29.784,34.814,40.738,59.943,40.94,741.133,625.299,107,142,215,243,303,341,398,434,624,661,796,832,611,704,3236111.743,3222364.153,3244084.968,2729310.928,369.7642269
139,5,139_5,1140,136.61538,1211.6,43.026,40.074,45.66,44.31,76.3395,53.818,1048.3205,886.4805,139,184,271,309,393,443,522,559,784,827,980,1019,767,880,3243795.488,3230779.509,3249824.683,2727639.468,370.2975692
140,1,140_1,162,101.77215,99.8,7,4.7,4,4.7,4.1,11.514,70.09,38.174,9,13,18,28,40,43,48,58,70,83,108,120,106,121,3309796.284,3298325.598,3316092.693,2148423.677,346.28635
140,2,140_2,267,101.77215,245.9,14,12,11.11,12.12,12.322,22.2705,175.909,107.176,38,50,72,83,101,111,127,138,153,162,178,198,174,200,3291360.434,3287410.258,3294362.748,2311725.446,345.1042866
140,3,140_3,484,101.77215,490.5,39,21.311,22.624,21.522,29.58,26.7285,359.5905,233.962,37,61,103,124,156,181,221,242,270,294,337,365,330,377,3332543.632,3316939.791,3340927.181,2581795.965,347.7448564
140,4,140_4,704,101.77215,737.8,52,32.421,31.926,33.063,53.91,49.9065,535.746,357.58,58,95,150,182,233,266,317,349,390,428,496,542,484,554,3507277.998,3493788.146,3516351.7,2678024.202,358.9484128
140,5,140_5,802,101.77215,851.3,57.19,36.702,38.178,37.386,58.24,54.7395,633.275,415.596,73,115,177,214,276,315,373,410,462,500,564,613,551,631,3511261.174,3499740.609,3519286.523,2667474.287,359.2038047
141,1,141_1,199,95.71429,104.3,4,4,4,12.2715,8.282,14.746,66.347,60.792,37,40,45,48,67,70,114,122,135,144,165,178,113,131,3740778.116,3707209.244,3758001.181,2844295.067,367.0589755
141,2,141_2,344,95.71429,226.3,14,13,16.16,33.63,16.32,12.551,144.203,127.198,52,64,78,89,112,126,199,216,244,273,295,317,198,231,3930321.234,3893712.465,3947916.328,3481309.171,378.9890424
141,3,141_3,475,95.71429,333,19,22.624,22.624,34.407,22.248,20.384,221.344,187.544,52,77,111,139,170,194,284,307,337,379,407,442,282,328,3790049.527,3772765.48,3800139.406,3254638.014,370.1601761
141,4,141_4,711,95.71429,559.8,34.995,40.253,39.984,62.868,34.125,30.422,372.924,328.49,74,114,161,210,252,299,454,493,542,576,610,664,451,522,3970555.68,3949068.519,3981822.382,3497634.382,381.5214458
141,5,141_5,833,95.71429,684.5,40.405,46.014,50.882,71.82,54.908,34.775,455.505,416.175,88,135,194,243,305,354,534,581,639,685,731,793,529,610,4041380.237,4023760.975,4054225.005,3621840.534,385.9792267
142,1,142_1,124,101.05263,54,3,3,2.6,2.7,6,4,38.419,31.45,31,33,37,39,42,49,61,69,85,88,96,99,83,94,3484769.37,3460003.889,3495766.111,2863949.741,354.2253482
142,2,142_2,221,101.05263,165.8,5.3,5.3,7.4,7.4,22.8765,15.251,115.5325,92.2365,23,30,43,50,56,66,84,94,126,141,165,180,119,141,3495341.205,3451963.687,3514507.993,2732619.136,354.8969707
142,3,142_3,308,101.05263,273.2,13.9,13.91,9.898,13.13,30.906,20.604,193.069,165.716,31,52,80,101,117,132,158,170,212,229,251,268,204,233,3525574.717,3496000.473,3541224.862,2912465.373,356.8176879
142,4,142_4,458,101.05263,382.7,19.7,18.887,14.14,21.012,44.9595,30.063,267.997,227.843,56,80,117,141,165,186,225,250,321,346,382,407,305,350,3715036.911,3682874.779,3732244.351,3054068.253,368.8541096
142,5,142_5,547,101.05263,488.9,28.4,26.664,17.211,23.052,58.195,41.6,336.287,288.281,56,85,125,154,181,205,250,277,363,398,451,486,340,393,3825279.474,3791634.697,3844850.813,3122441.523,375.8577548
143,1,143_1,177,129.23077,99.9,3,3,6,5.3,9.09,5.353,77.712,69.329,4,6,15,17,53,57,70,86,127,132,158,165,125,141,3164427.652,3142048.436,3180661.925,2727708.231,358.6056515
143,2,143_2,371,129.23077,253.9,8.1,8.6,12.625,12.857,16.83,24.102,199.77,183.29,41,49,81,92,136,149,187,203,268,278,317,335,262,298,3340597.256,3328514.947,3351025.028,2674110.876,370.6266363
143,3,143_3,638,129.23077,490.4,21.1,17.069,20.298,21.939,36.192,28.665,397.627,351.406,59,89,155,188,250,280,326,365,460,484,564,587,454,516,3268105.288,3253068.795,3276641.486,2758813.101,365.6801255
143,4,143_4,896,129.23077,821.5,29.1,36.885,42.127,35.152,60.738,43.364,664.857,587.617,59,88,186,224,321,360,441,488,627,666,787,820,615,703,3384482.681,3369476.98,3394288.437,2896580.976,373.6211712
143,5,143_5,1089,129.23077,1032.7,37.024,45.216,47.528,53.99,71.6535,46.434,849.2165,754.8295,83,126,257,303,431,475,573,623,780,827,947,985,766,873,3410021.774,3397224.745,3419412.231,2967415.347,375.3638387
144,1,144_1,159,120,95.5,3,4,3,7.95,7.373,6.363,69.498,57.782,23,25,31,43,67,69,78,85,105,113,133,141,77,91,3167207.785,3146632.548,3182599.151,2595788.842,371.1676084
144,2,144_2,291,120,210.6,9,10.3,6.969,16.2105,13.857,9.792,155.7435,123.6135,36,44,68,80,104,118,141,157,185,202,231,245,139,167,3156900.528,3141546.759,3170262.854,2642022.719,370.4400373
144,3,144_3,457,120,389.1,16.9,20.2,13.872,26.622,18.952,17.748,304.7765,251.7165,56,80,140,159,202,220,267,287,325,344,385,405,266,310,3179236.551,3167872.052,3188415.676,2683485.506,372.0166977
144,4,144_4,643,120,607.3,24.962,25.918,20.094,35.844,24.128,28.56,497.0405,401.0145,76,108,178,208,272,297,361,385,450,472,539,564,360,424,3131819.108,3122330.751,3138423.447,2576875.607,368.6695841
144,5,144_5,814,120,831.9,37.562,34.68,39.861,58.344,41.38,31.114,656.175,534.131,100,138,214,247,321,356,446,486,561,601,685,712,442,522,3322050.669,3310485.582,3328692.769,2836914.184,382.0976943
145,1,145_1,216,124.73684,117,4,4,4,8.1,15.756,8.989,79.346,70.332,5,8,29,32,53,56,70,77,139,149,176,191,137,155,3402095.17,3359774.89,3421487.844,2840113.197,371.5917321
145,2,145_2,372,124.73684,273.2,8.6,8.3,11,14.342,26.775,22.866,199.859,175.963,11,24,47,57,83,92,131,145,267,283,314,331,263,299,3305523.18,3277831.469,3320188.278,2669454.658,365.058921
145,3,145_3,649,124.73684,603.3,22.2,25.654,31.165,23.437,48.42,41.16,461.9105,398.3845,33,55,105,131,179,212,288,316,498,522,572,594,488,551,3328250.769,3310125.916,3337887.728,2741539.179,366.5963755
145,4,145_4,972,124.73684,939.6,33.2,38.683,43.274,37.96,82.0155,67.284,736.7685,641.6445,45,78,158,197,281,321,408,445,723,761,836,879,708,804,3501888.454,3479755.505,3512545.25,2878738.084,378.3424542
145,5,145_5,1138,124.73684,1130.1,43.2,49.176,45.938,50.785,89.91,81.597,897.5695,792.1695,53,96,192,240,339,385,491,539,854,895,988,1038,838,950,3547304.407,3529329.503,3555733.855,2925654.65,381.4147099
146,1,146_1,304,130.90909,145.3,5.4,5.4,11.0595,8.383,8.568,6.834,113.1645,98.5655,25,42,51,68,118,127,152,161,204,214,229,241,116,144,3160213.952,3146644.034,3171845.368,2733257.187,361.4070779
146,2,146_2,480,130.90909,270.2,9.4,11.435,18.816,15.3,13.39,11.433,210.053,185.709,33,63,85,108,187,202,247,259,339,351,378,398,183,228,3121105.708,3109211.108,3131487.129,2727962.781,358.7155105
146,3,146_3,612,130.90909,548.6,25.8,17.271,32.895,25.235,27.352,19.95,447.3725,408.1865,41,72,136,152,267,291,345,370,450,472,518,531,260,320,3106837.483,3098653.094,3116019.557,2770594.624,357.7335209
146,4,146_4,903,130.90909,800.3,36.321,23.664,49.11,32.13,43.354,36.808,655.0245,583.1855,89,123,216,257,399,433,505,537,653,691,756,795,387,474,3246908.996,3236302.495,3257969.565,2808575.086,367.3737368
146,5,146_5,1206,130.90909,1180.9,51.168,59.602,67.4475,47.488,67.444,60.036,950.5805,857.1505,89,144,261,312,478,527,634,689,853,905,988,1042,464,583,3438117.283,3432193.538,3445065.667,2977211.696,380.5333659
147,1,147_1,163,136.47059,86.1,3,3,3.7,5,6.45,6.138,65.148,57.25,5,7,13,15,28,37,53,57,78,84,97,110,76,90,3111788.902,3096117.033,3121908.902,2564318.008,361.1347591
147,2,147_2,306,136.47059,185.8,9,9.2,6.021,9.292,13.77,6.222,150.497,138.14,21,28,52,62,89,103,147,157,214,222,242,255,211,240,3115751.902,3102635.753,3126700.575,2813721.665,361.4098379
147,3,147_3,489,136.47059,353.4,17.5,13.4,8.888,17.748,31.518,11.232,276.287,239.991,20,39,85,99,156,180,240,258,324,356,412,438,314,361,3116966.355,3094309.228,3133761.762,2759043.198,361.4941352
147,4,147_4,714,136.47059,547.9,24.6,20.604,24.888,28.325,42.0525,24.168,430.9545,382.9045,50,77,141,160,235,262,349,378,511,543,610,638,502,572,3327660.478,3312194.3,3336991.747,2906489.045,376.1187861
147,5,147_5,1005,136.47059,803.8,30.6,33.489,44.084,38.485,52.323,35.424,648.094,572.239,54,86,187,224,339,386,498,538,716,762,854,890,701,800,3363717.367,3353215.067,3372099.237,2923663.195,378.6215584
148,1,148_1,213,129.09091,103.5,3,3,3,3,9.696,7.373,83.465,49.103,19,21,27,29,61,63,95,97,104,113,125,133,103,123,2996666.058,2969831.362,3005877.968,2074893.322,347.1583898
148,2,148_2,333,129.09091,283.6,14,13.2,13.261,10.504,21.3615,16.422,214.7565,130.5555,31,42,60,73,94,107,127,139,173,187,207,221,171,203,3193375.005,3179683.527,3202100.978,2378651.559,360.5808827
148,3,148_3,597,129.09091,477.9,24.1,20.604,18.584,19.89,26.883,18.849,387.256,226.861,32,54,106,127,168,189,226,247,306,326,374,394,302,360,3078687.224,3072016.17,3083604.405,2296300.853,352.7551282
148,4,148_4,978,129.09091,793.3,40.984,32.967,32.548,34.008,49.6125,34.45,657.9645,391.4095,66,112,192,225,302,338,411,447,533,568,625,660,525,622,3305719.102,3296221.775,3310984.436,2468159.634,368.2467152
148,5,148_5,1092,129.09091,897.5,43.894,39.168,38.522,43.056,61.2825,47.829,726.9755,436.7435,87,133,217,256,341,381,456,498,594,637,713,760,585,692,3439896.486,3429153.062,3445584.904,2554065.791,377.4023485
149,1,149_1,213,110.88608,97.1,4,4,11.4,6.262,3.737,3.737,71.81,62.9,45,48,52,55,77,89,122,138,148,157,170,179,75,94,3240172.027,3207887.228,3255463.94,2877763.169,348.0941735
149,2,149_2,312,110.88608,222,10,11.403,18.483,12.423,10.506,10.506,165.252,146.973,73,82,100,113,133,146,184,198,214,235,255,276,130,159,3260311.348,3245183.859,3268373.674,2851963.45,349.4091528
149,3,149_3,405,110.88608,385.6,19.8,20.2,27.7245,35.292,20.6,20.6,266.0495,238.8165,72,98,130,145,171,191,251,282,310,326,359,375,166,206,3495078.429,3477864.877,3504407.706,3061251.923,364.7380622
149,4,149_4,522,110.88608,494.1,26.563,28.482,40.239,37.801,26.44,26.52,341.644,304.54,112,138,170,195,229,257,325,359,393,419,457,483,221,272,3625131.47,3612991.694,3633591.141,3167830.387,373.2297607
149,5,149_5,703,110.88608,695.5,39.693,36.822,57.6285,42.952,45.15,45.58,483.5795,422.3965,135,172,216,248,314,353,441,478,520,559,601,640,303,373,3749759.887,3737979.685,3757641.696,3187430.614,381.3672632
149,6,149_6,1020,110.88608,480.5,35.71,25.75,40.716,29.848,17.548,23.88,358.491,320.618,274,301,333,372,429,473,593,622,719,756,839,903,412,513,3652218.044,3636537.258,3669303.348,3209221.243,374.9983546
150,1,150_1,129,103,69.8,3,3.8,4,3.3,9.45,3.03,47.62,43.277,7,9,23,33,45,47,51,56,90,98,119,121,89,99,3378358.021,3342095.721,3395134.38,3033473.697,350.6823672
150,2,150_2,243,103,175.3,11,13.1,12.12,9.797,13.635,7.956,121.737,106.539,28,38,65,76,101,111,125,139,171,179,211,225,169,192,3506954.635,3500343.664,3514745.962,3103073.549,358.9276795
150,3,150_3,543,103,515.5,36.6,17.473,33.702,43.99,43.485,31.34,353.503,313.593,57,93,147,166,197,237,288,325,391,412,487,510,386,439,3698719.566,3685796.342,3719280.534,3202814.412,371.2231957
150,4,150_4,780,103,703.2,42.08,24.644,42.024,53.457,73.71,42.897,499.08,446.533,72,106,169,196,237,277,333,379,552,594,700,734,544,621,3829571.095,3805054.54,3850360.512,3320634.185,379.6130878
150,5,150_5,859,103,895,58.32,40.036,62.59,59.7,77.91,64.387,623.755,541.449,80,126,196,233,283,330,393,438,616,657,768,806,608,692,3915307.445,3902185.639,3929163.563,3300340.263,385.1103009
150,6,150_6,997,103,1065.4,75.57,44.88,78.28,76.554,93.03,74.304,735.671,640.395,87,143,222,263,324,375,445,501,699,749,882,931,688,787,3984677.124,3972642.196,4001143.326,3385350.73,389.5581214
151,1,151_1,232,103.24022,113.3,4,4,4,12.5745,7.07,10.1,82.128,70.151,9,12,35,38,57,60,104,114,132,138,182,187,97,119,3405039.372,3372997.533,3419819.069,2724242.411,349.1601483
151,2,151_2,354,103.24022,227.8,12,8.6,12.6,22.0685,28.764,16.44,140.6595,122.6245,17,26,51,64,75,92,146,177,212,251,298,307,137,167,3727608.441,3693806.986,3751642.816,3175809.777,369.6527716
151,3,151_3,559,103.24022,401.5,21.2,22.119,22.338,35.0715,20.188,28.392,286.548,259.309,59,77,138,165,206,233,302,325,363,384,438,461,290,343,3552682.163,3537495.671,3559742.905,3014826.082,358.539808
151,4,151_4,750,103.24022,670,36.323,35.342,36.637,56.472,40.74,44.52,478.32,413.574,73,114,194,239,284,330,422,463,525,563,646,675,403,476,3690195.613,3676298.159,3696647.65,3110013.255,367.2759566
151,5,151_5,903,103.24022,784.5,48.094,37.536,38.831,60.165,49.396,50.96,576.414,504.002,81,130,221,278,325,376,546,586,658,696,781,820,523,612,3743344.14,3732149.748,3752473.64,3167027.849,370.6524513
151,6,151_6,1070,103.24022,721.9,44.377,34.292,36.721,64.2655,42.479,45.126,519.635,442.934,95,140,237,302,359,408,570,642,749,797,917,969,535,641,3762161.697,3745033.716,3772767.3,3177380.669,371.8479196
152,1,152_1,169,114.2069,108.1,4,4,4,10.5,7.676,7.474,78.03,68.334,5,8,27,30,42,45,74,80,102,114,134,144,72,87,3268229.487,3242741.531,3281699.912,2730820.801,353.0786485
